Order_ID,Order_Line_No,Order_Date,Channel,Order_Priority,Order_Size_Lines,SKU_ID,Category,Subcategory,Quantity,Width_cm,Depth_cm,Height_cm,Weight_kg,Storage_Type,Criticality,Shelf_Life_Days,Unit_Value_INR,Avg_Daily_Demand,Demand_CV,Demand_StdDev,Avg_Weekly_Demand,Picking_Frequency_Weekly,Current_Zone,Current_Aisle,Current_Rack,Current_Bin_Capacity_Units,Distance_From_Dispatch_m,Picker_Travel_Distance_m,Picking_Time_sec,Observed_SKU_90D_Demand,Observed_SKU_Order_Frequency,ABC_Class,XYZ_Class,ABC_XYZ_Class
ORD00130,4,2026-03-22,Web,Standard,4,SKU041,Personal Care,Hair Care,2,17.1,11.1,28.2,3.02,Ambient,High,365,612.15,6,0.34,2.04,42,45.6,Z5,A5,R6,30,67.5,58.6,31.41,43,26,B,Y,BY
ORD00131,1,2026-02-14,App,Standard,4,SKU074,Dairy & Chilled,Dairy,3,28.7,10.9,16.3,1.48,Chilled,Low,730,772.2,15,0.16,2.4,105,80.1,Z6,A3,R3,30,63.0,71.8,25.94,53,23,A,X,AX
ORD00131,2,2026-02-14,App,Standard,4,SKU088,Household,Cleaning,2,32.2,13.7,30.5,6.57,Ambient,Low,60,332.96,13,0.4,5.2,91,71.4,Z1,A2,R4,40,20.5,18.87,16.86,63,34,B,Y,BY
ORD00131,3,2026-02-14,App,Standard,4,SKU032,Grocery,Snacks,1,5.9,13.4,28.8,3.29,Ambient,Low,365,973.07,9,0.38,3.42,63,75.5,Z5,A2,R2,50,49.5,55.39,20.32,47,27,A,Y,AY
ORD00131,4,2026-02-14,App,Standard,4,SKU005,Grocery,Breakfast,2,20.8,20.2,38.8,7.44,Ambient,Medium,180,1791.39,5,0.48,2.4,35,37.0,Z3,A4,R4,40,44.5,49.32,29.21,23,19,A,Y,AY
ORD00132,1,2026-03-03,App,Standard,2,SKU058,Pet Care,Dog Food,1,5.5,8.6,35.5,7.76,Ambient,Low,365,1254.55,13,0.52,6.76,91,96.2,Z4,A1,R4,40,40.5,39.8,19.57,14,7,B,Z,BZ
ORD00132,2,2026-03-03,App,Standard,2,SKU059,Pet Care,Pet Hygiene,5,14.5,23.0,31.6,6.99,Fragile,Low,730,1239.81,41,0.16,6.56,287,246.3,Z7,A2,R5,50,70.0,61.35,30.92,67,20,A,X,AX
ORD00133,1,2026-01-20,App,Standard,3,SKU005,Grocery,Breakfast,1,20.8,20.2,38.8,7.44,Ambient,Medium,180,1791.39,5,0.48,2.4,35,37.0,Z3,A4,R4,40,44.5,45.87,27.25,23,19,A,Y,AY
ORD00133,2,2026-01-20,App,Standard,3,SKU088,Household,Cleaning,3,32.2,13.7,30.5,6.57,Ambient,Low,60,332.96,13,0.4,5.2,91,71.4,Z1,A2,R4,40,20.5,19.9,17.51,63,34,B,Y,BY
ORD00133,3,2026-01-20,App,Standard,3,SKU032,Grocery,Snacks,1,5.9,13.4,28.8,3.29,Ambient,Low,365,973.07,9,0.38,3.42,63,75.5,Z5,A2,R2,50,49.5,57.48,21.89,47,27,A,Y,AY
ORD00134,1,2026-01-12,Web,Express,3,SKU003,Household,Cleaning,2,31.1,12.5,27.4,4.91,Ambient,Medium,365,1655.33,5,0.86,4.3,35,36.0,Z5,A4,R6,30,63.5,57.35,28.97,52,40,A,Z,AZ
ORD00134,2,2026-01-12,Web,Express,3,SKU015,Health & Wellness,Wellness,3,29.5,12.5,28.2,7.52,HighValue,Low,30,1342.79,21,0.16,3.36,147,115.5,Z8,A1,R5,50,74.0,84.02,25.22,78,32,A,X,AX
ORD00134,3,2026-01-12,Web,Express,3,SKU025,Grocery,Snacks,3,23.2,13.1,20.5,5.44,Ambient,High,730,326.2,37,0.22,8.14,259,193.4,Z6,A4,R1,40,64.0,78.27,30.13,80,27,B,X,BX
ORD00135,1,2026-03-29,App,Standard,5,SKU107,Grocery,Breakfast,4,6.1,21.2,15.0,6.91,Fragile,Medium,90,245.94,41,0.17,6.97,287,259.0,Z8,A5,R4,40,88.5,80.8,40.81,61,19,C,X,CX
ORD00135,2,2026-03-29,App,Standard,5,SKU060,Grocery,Staples,1,27.8,22.6,8.5,1.41,Frozen,Low,30,545.73,4,0.89,3.56,28,25.4,Z1,A2,R6,30,23.5,25.24,17.95,12,10,C,Z,CZ
ORD00135,3,2026-03-29,App,Standard,5,SKU082,Grocery,Beverages,1,31.1,19.2,19.0,1.22,Ambient,Medium,60,692.75,10,0.25,2.5,70,66.5,Z7,A3,R2,50,69.5,74.35,26.59,13,9,C,X,CX
ORD00135,4,2026-03-29,App,Standard,5,SKU016,Grocery,Snacks,1,24.0,11.6,22.1,7.25,Ambient,Low,90,103.25,10,0.31,3.1,70,61.8,Z4,A2,R3,30,43.0,50.38,23.94,26,14,C,Y,CY
ORD00135,5,2026-03-29,App,Standard,5,SKU021,Grocery,Staples,3,20.3,22.0,34.5,2.72,Fragile,High,90,341.96,32,0.15,4.8,224,275.4,Z7,A5,R3,30,79.0,76.99,36.57,58,21,B,X,BX
ORD00136,1,2026-02-13,App,Standard,4,SKU008,Personal Care,Bath & Body,1,26.9,21.8,39.4,0.88,Ambient,High,60,365.07,4,0.63,2.52,28,27.9,Z2,A1,R2,50,21.5,19.98,12.46,20,19,C,Z,CZ
ORD00136,2,2026-02-13,App,Standard,4,SKU091,Pet Care,Dog Food,2,16.5,19.5,38.4,5.94,Fragile,High,365,1182.01,5,0.7,3.5,35,30.7,Z3,A5,R2,50,45.5,40.1,31.0,30,23,A,Z,AZ
ORD00136,3,2026-02-13,App,Standard,4,SKU018,Grocery,Beverages,2,28.9,26.5,36.5,1.76,Ambient,Medium,180,1753.56,3,0.85,2.55,21,23.4,Z6,A2,R2,50,57.5,61.93,23.34,20,13,A,Z,AZ
ORD00136,4,2026-02-13,App,Standard,4,SKU027,Personal Care,Skin Care,1,12.3,21.4,5.2,6.03,Ambient,Low,60,1452.29,11,0.4,4.4,77,83.4,Z3,A4,R3,30,43.0,48.57,27.92,25,13,A,Y,AY
ORD00137,1,2026-01-13,App,Express,3,SKU083,Grocery,Beverages,1,33.2,19.9,35.9,1.33,Ambient,Low,180,1199.94,6,0.56,3.36,42,40.6,Z2,A4,R3,30,35.0,31.33,20.78,13,11,C,Z,CZ
ORD00137,2,2026-01-13,App,Express,3,SKU099,Household,Laundry,1,29.0,8.5,13.8,5.17,Ambient,Low,365,1535.82,7,0.5,3.5,49,42.0,Z8,A1,R6,30,75.5,72.7,23.98,38,24,A,Y,AY
ORD00137,3,2026-01-13,App,Express,3,SKU093,Personal Care,Oral Care,1,15.2,19.9,32.6,5.21,Ambient,Medium,90,472.29,4,0.6,2.4,28,32.7,Z5,A1,R2,50,45.5,47.92,18.39,11,10,C,Z,CZ
ORD00138,1,2026-02-21,App,Standard,5,SKU100,Baby Care,Baby Food,1,9.4,15.9,38.1,1.85,Ambient,Low,30,728.71,20,0.33,6.6,140,126.8,Z7,A4,R2,50,73.5,75.15,31.73,62,29,A,Y,AY
ORD00138,2,2026-02-21,App,Standard,5,SKU108,Pet Care,Pet Hygiene,3,16.6,29.3,22.4,4.03,Ambient,Medium,730,778.49,12,0.52,6.24,84,78.7,Z4,A1,R5,50,42.0,41.45,18.34,32,20,B,Z,BZ
ORD00138,3,2026-02-21,App,Standard,5,SKU049,Personal Care,Bath & Body,1,17.1,11.8,23.9,3.56,Ambient,Medium,365,469.4,6,0.55,3.3,42,31.5,Z5,A1,R1,40,44.0,49.19,16.58,44,39,B,Z,BZ
ORD00138,4,2026-02-21,App,Standard,5,SKU019,Health & Wellness,OTC,2,29.3,27.0,5.9,5.92,HighValue,High,730,1558.71,7,0.54,3.78,49,56.1,Z4,A3,R6,30,51.5,61.01,27.18,41,25,A,Z,AZ
ORD00138,5,2026-02-21,App,Standard,5,SKU106,Grocery,Snacks,1,19.4,9.6,9.7,5.76,Ambient,Low,60,1597.28,12,0.54,6.48,84,73.4,Z5,A5,R1,40,60.0,58.81,32.36,27,16,A,Z,AZ
ORD00139,1,2026-01-13,App,Standard,5,SKU025,Grocery,Snacks,4,23.2,13.1,20.5,5.44,Ambient,High,730,326.2,37,0.22,8.14,259,193.4,Z6,A4,R1,40,64.0,61.86,33.36,80,27,B,X,BX
ORD00139,2,2026-01-13,App,Standard,5,SKU015,Health & Wellness,Wellness,2,29.5,12.5,28.2,7.52,HighValue,Low,30,1342.79,21,0.16,3.36,147,115.5,Z8,A1,R5,50,74.0,68.99,26.5,78,32,A,X,AX
ORD00139,3,2026-01-13,App,Standard,5,SKU003,Household,Cleaning,2,31.1,12.5,27.4,4.91,Ambient,Medium,365,1655.33,5,0.86,4.3,35,36.0,Z5,A4,R6,30,63.5,74.15,29.13,52,40,A,Z,AZ
ORD00139,4,2026-01-13,App,Standard,5,SKU057,Grocery,Breakfast,1,16.4,29.7,32.7,5.25,Ambient,Low,365,614.29,6,0.86,5.16,42,31.7,Z7,A2,R1,40,64.0,78.38,26.53,30,24,B,Z,BZ
ORD00139,5,2026-01-13,App,Standard,5,SKU041,Personal Care,Hair Care,2,17.1,11.1,28.2,3.02,Ambient,High,365,612.15,6,0.34,2.04,42,45.6,Z5,A5,R6,30,67.5,84.11,33.16,43,26,B,Y,BY
ORD00140,1,2026-03-16,Web,Express,1,SKU119,Baby Care,Baby Food,1,22.2,20.5,6.1,7.12,Ambient,Low,60,1453.32,23,0.2,4.6,161,173.4,Z7,A1,R5,50,66.0,81.94,24.14,24,12,A,X,AX
ORD00141,1,2026-01-15,Web,Standard,5,SKU107,Grocery,Breakfast,2,6.1,21.2,15.0,6.91,Fragile,Medium,90,245.94,41,0.17,6.97,287,259.0,Z8,A5,R4,40,88.5,85.44,41.32,61,19,C,X,CX
ORD00141,2,2026-01-15,Web,Standard,5,SKU040,Grocery,Beverages,3,13.3,5.3,38.2,0.78,Ambient,Medium,730,870.07,22,0.29,6.38,154,168.1,Z8,A2,R4,40,76.5,65.38,23.99,31,16,B,Y,BY
ORD00141,3,2026-01-15,Web,Standard,5,SKU078,Grocery,Breakfast,1,7.9,15.7,28.3,3.06,Ambient,Low,30,190.48,4,0.61,2.44,28,21.1,Z4,A1,R6,30,43.5,52.37,15.99,12,9,C,Z,CZ
ORD00141,4,2026-01-15,Web,Standard,5,SKU111,Grocery,Snacks,3,15.9,28.7,6.1,1.31,Ambient,Low,30,1043.71,25,0.28,7.0,175,173.5,Z8,A2,R2,50,73.5,66.47,27.39,52,19,A,Y,AY
ORD00141,5,2026-01-15,Web,Standard,5,SKU071,Grocery,Beverages,1,33.5,26.4,8.5,5.52,Ambient,Low,180,514.69,16,0.24,3.84,112,138.0,Z4,A4,R6,30,55.5,66.27,32.39,35,15,B,X,BX
ORD00142,1,2026-03-31,App,Standard,4,SKU052,Grocery,Staples,4,29.7,5.0,35.4,3.75,Ambient,Medium,180,1135.1,36,0.23,8.28,252,281.7,Z8,A5,R5,50,90.0,109.86,39.1,56,20,A,X,AX
ORD00142,2,2026-03-31,App,Standard,4,SKU032,Grocery,Snacks,2,5.9,13.4,28.8,3.29,Ambient,Low,365,973.07,9,0.38,3.42,63,75.5,Z5,A2,R2,50,49.5,42.82,19.26,47,27,A,Y,AY
ORD00142,3,2026-03-31,App,Standard,4,SKU083,Grocery,Beverages,1,33.2,19.9,35.9,1.33,Ambient,Low,180,1199.94,6,0.56,3.36,42,40.6,Z2,A4,R3,30,35.0,37.87,23.01,13,11,C,Z,CZ
ORD00142,4,2026-03-31,App,Standard,4,SKU090,Grocery,Breakfast,3,23.9,24.9,25.7,2.88,Ambient,Low,90,1501.26,6,0.39,2.34,42,31.2,Z7,A1,R3,30,63.0,71.95,19.64,36,19,A,Y,AY
ORD00143,1,2026-03-09,App,Standard,7,SKU118,Household,Home Care,4,33.2,8.9,28.1,5.79,Ambient,Medium,30,169.17,44,0.13,5.72,308,376.3,Z8,A3,R3,30,79.0,83.35,33.51,71,23,C,X,CX
ORD00143,2,2026-03-09,App,Standard,7,SKU053,Grocery,Cooking,1,18.1,22.5,9.2,7.79,Ambient,Low,365,49.27,7,0.53,3.71,49,45.3,Z8,A2,R1,40,72.0,73.33,28.54,44,30,C,Z,CZ
ORD00143,3,2026-03-09,App,Standard,7,SKU065,Dairy & Chilled,Dairy,4,23.8,6.0,32.6,0.36,Chilled,Low,60,184.99,23,0.18,4.14,161,138.8,Z7,A2,R6,30,71.5,69.05,25.33,54,25,C,X,CX
ORD00143,4,2026-03-09,App,Standard,7,SKU079,Dairy & Chilled,Dairy,1,33.7,19.0,28.5,3.35,Chilled,High,180,1565.86,5,0.43,2.15,35,38.4,Z7,A4,R6,30,79.5,91.41,33.47,18,16,B,Y,BY
ORD00143,5,2026-03-09,App,Standard,7,SKU097,Household,Cleaning,1,25.8,20.6,36.6,5.8,Fragile,Low,730,446.62,2,0.49,0.98,14,13.2,Z2,A2,R6,30,31.5,27.55,20.26,17,13,C,Y,CY
ORD00143,6,2026-03-09,App,Standard,7,SKU043,Household,Cleaning,1,15.8,12.6,29.8,1.1,Fragile,Low,90,1262.92,8,0.34,2.72,56,43.1,Z1,A3,R1,40,20.0,17.41,16.36,28,17,A,Y,AY
ORD00143,7,2026-03-09,App,Standard,7,SKU048,Household,Home Care,3,21.3,21.2,36.8,6.63,Ambient,Low,730,1488.03,8,0.38,3.04,56,67.6,Z6,A3,R6,30,67.5,74.23,30.06,35,15,A,Y,AY
ORD00144,1,2026-02-06,App,Express,3,SKU021,Grocery,Staples,3,20.3,22.0,34.5,2.72,Fragile,High,90,341.96,32,0.15,4.8,224,275.4,Z7,A5,R3,30,79.0,72.69,35.4,58,21,B,X,BX
ORD00144,2,2026-02-06,App,Express,3,SKU018,Grocery,Beverages,2,28.9,26.5,36.5,1.76,Ambient,Medium,180,1753.56,3,0.85,2.55,21,23.4,Z6,A2,R2,50,57.5,53.03,20.39,20,13,A,Z,AZ
ORD00144,3,2026-02-06,App,Express,3,SKU053,Grocery,Cooking,2,18.1,22.5,9.2,7.79,Ambient,Low,365,49.27,7,0.53,3.71,49,45.3,Z8,A2,R1,40,72.0,89.54,24.71,44,30,C,Z,CZ
ORD00145,1,2026-01-19,Web,Standard,4,SKU104,Personal Care,Oral Care,1,10.6,21.7,23.3,2.95,Ambient,Medium,365,1008.62,31,0.19,5.89,217,198.5,Z7,A1,R6,30,67.5,70.23,23.63,50,18,A,X,AX
ORD00145,2,2026-01-19,Web,Standard,4,SKU101,Personal Care,Hair Care,2,14.6,7.5,30.0,2.75,Ambient,High,180,1260.53,18,0.2,3.6,126,97.8,Z7,A2,R3,30,67.0,81.67,26.46,22,11,B,X,BX
ORD00145,3,2026-01-19,Web,Standard,4,SKU092,Personal Care,Skin Care,1,29.3,25.9,39.4,0.77,Ambient,Medium,180,955.22,1,0.63,0.63,7,7.2,Z7,A5,R2,50,77.5,77.97,33.61,8,7,C,Z,CZ
ORD00145,4,2026-01-19,Web,Standard,4,SKU034,Personal Care,Hair Care,1,21.2,30.0,17.2,5.24,Ambient,Medium,60,378.87,12,0.26,3.12,84,59.7,Z3,A4,R1,40,40.0,40.96,26.6,18,13,C,Y,CY
ORD00146,1,2026-02-06,App,Standard,6,SKU055,Personal Care,Skin Care,3,28.7,15.4,37.7,4.11,Ambient,Low,365,1054.36,14,0.21,2.94,98,104.2,Z8,A4,R1,40,80.0,86.84,34.87,38,17,A,X,AX
ORD00146,2,2026-02-06,App,Standard,6,SKU105,Personal Care,Bath & Body,1,5.5,24.7,17.1,5.89,Ambient,Medium,90,261.8,10,0.33,3.3,70,62.6,Z7,A1,R2,50,61.5,69.26,21.3,14,9,C,Y,CY
ORD00146,3,2026-02-06,App,Standard,6,SKU101,Personal Care,Hair Care,1,14.6,7.5,30.0,2.75,Ambient,High,180,1260.53,18,0.2,3.6,126,97.8,Z7,A2,R3,30,67.0,74.98,25.05,22,11,B,X,BX
ORD00146,4,2026-02-06,App,Standard,6,SKU041,Personal Care,Hair Care,3,17.1,11.1,28.2,3.02,Ambient,High,365,612.15,6,0.34,2.04,42,45.6,Z5,A5,R6,30,67.5,60.01,30.0,43,26,B,Y,BY
ORD00146,5,2026-02-06,App,Standard,6,SKU115,Personal Care,Oral Care,1,21.5,20.3,8.0,2.54,Ambient,Medium,180,1486.43,20,0.31,6.2,140,103.7,Z6,A2,R6,30,63.5,59.55,24.49,30,17,A,Y,AY
ORD00146,6,2026-02-06,App,Standard,6,SKU028,Personal Care,Skin Care,1,29.0,21.7,39.6,4.8,Ambient,Medium,730,1608.34,6,0.39,2.34,42,39.3,Z2,A4,R1,40,32.0,27.5,23.83,18,9,A,Y,AY
ORD00147,1,2026-01-12,Web,Standard,2,SKU070,Household,Laundry,3,33.5,22.4,23.9,4.74,Ambient,Medium,180,1117.78,38,0.16,6.08,266,323.6,Z6,A5,R5,50,74.0,89.42,40.25,89,29,A,X,AX
ORD00147,2,2026-01-12,Web,Standard,2,SKU044,Pet Care,Cat Food,3,22.2,16.7,20.4,1.56,Ambient,Medium,30,736.26,14,0.33,4.62,98,72.6,Z7,A3,R5,50,74.0,76.72,27.72,79,32,A,Y,AY
ORD00148,1,2026-01-10,Web,Standard,4,SKU114,Household,Laundry,1,26.4,28.2,27.3,6.37,Ambient,Low,60,445.21,17,0.32,5.44,119,115.6,Z8,A4,R6,30,87.5,80.6,38.33,38,15,B,Y,BY
ORD00148,2,2026-01-10,Web,Standard,4,SKU043,Household,Cleaning,1,15.8,12.6,29.8,1.1,Fragile,Low,90,1262.92,8,0.34,2.72,56,43.1,Z1,A3,R1,40,20.0,18.61,19.2,28,17,A,Y,AY
ORD00148,3,2026-01-10,Web,Standard,4,SKU097,Household,Cleaning,1,25.8,20.6,36.6,5.8,Fragile,Low,730,446.62,2,0.49,0.98,14,13.2,Z2,A2,R6,30,31.5,28.14,20.55,17,13,C,Y,CY
ORD00148,4,2026-01-10,Web,Standard,4,SKU047,Household,Cleaning,2,25.7,16.7,6.1,2.38,Ambient,Low,60,1664.94,13,0.24,3.12,91,103.1,Z4,A5,R3,30,55.0,60.26,31.09,42,20,A,X,AX
ORD00149,1,2026-01-14,App,Express,6,SKU085,Grocery,Snacks,3,13.7,8.0,22.4,3.5,Ambient,Low,365,1504.2,28,0.21,5.88,196,224.1,Z5,A5,R5,50,66.0,69.05,35.01,65,22,A,X,AX
ORD00149,2,2026-01-14,App,Express,6,SKU072,Health & Wellness,Vitamins,1,24.3,19.9,5.7,6.32,HighValue,Low,365,389.24,6,0.45,2.7,42,48.6,Z6,A2,R4,40,60.5,70.32,25.05,54,33,B,Y,BY
ORD00149,3,2026-01-14,App,Express,6,SKU042,Grocery,Beverages,2,10.8,8.0,23.8,6.12,Ambient,Medium,730,1071.52,8,0.29,2.32,56,62.6,Z4,A1,R1,40,36.0,30.65,16.94,43,26,A,Y,AY
ORD00149,4,2026-01-14,App,Express,6,SKU068,Grocery,Cooking,4,25.2,21.8,25.5,6.6,Ambient,Low,30,1124.7,14,0.25,3.5,98,119.4,Z8,A1,R3,30,71.0,74.04,25.73,35,16,A,X,AX
ORD00149,5,2026-01-14,App,Express,6,SKU021,Grocery,Staples,3,20.3,22.0,34.5,2.72,Fragile,High,90,341.96,32,0.15,4.8,224,275.4,Z7,A5,R3,30,79.0,78.49,37.37,58,21,B,X,BX
ORD00149,6,2026-01-14,App,Express,6,SKU016,Grocery,Snacks,2,24.0,11.6,22.1,7.25,Ambient,Low,90,103.25,10,0.31,3.1,70,61.8,Z4,A2,R3,30,43.0,47.43,20.93,26,14,C,Y,CY
ORD00150,1,2026-03-24,App,Standard,2,SKU065,Dairy & Chilled,Dairy,1,23.8,6.0,32.6,0.36,Chilled,Low,60,184.99,23,0.18,4.14,161,138.8,Z7,A2,R6,30,71.5,86.41,24.97,54,25,C,X,CX
ORD00150,2,2026-03-24,App,Standard,2,SKU053,Grocery,Cooking,2,18.1,22.5,9.2,7.79,Ambient,Low,365,49.27,7,0.53,3.71,49,45.3,Z8,A2,R1,40,72.0,63.64,27.23,44,30,C,Z,CZ
ORD00151,1,2026-03-22,App,Standard,3,SKU026,Household,Home Care,4,29.6,23.8,28.5,1.87,Frozen,Low,180,1110.01,43,0.15,6.45,301,337.9,Z6,A1,R6,30,59.5,74.28,22.23,80,26,A,X,AX
ORD00151,2,2026-03-22,App,Standard,3,SKU003,Household,Cleaning,1,31.1,12.5,27.4,4.91,Ambient,Medium,365,1655.33,5,0.86,4.3,35,36.0,Z5,A4,R6,30,63.5,73.98,28.28,52,40,A,Z,AZ
ORD00151,3,2026-03-22,App,Standard,3,SKU043,Household,Cleaning,1,15.8,12.6,29.8,1.1,Fragile,Low,90,1262.92,8,0.34,2.72,56,43.1,Z1,A3,R1,40,20.0,23.46,16.18,28,17,A,Y,AY
ORD00152,1,2026-03-27,App,Standard,4,SKU115,Personal Care,Oral Care,1,21.5,20.3,8.0,2.54,Ambient,Medium,180,1486.43,20,0.31,6.2,140,103.7,Z6,A2,R6,30,63.5,61.78,23.11,30,17,A,Y,AY
ORD00152,2,2026-03-27,App,Standard,4,SKU105,Personal Care,Bath & Body,2,5.5,24.7,17.1,5.89,Ambient,Medium,90,261.8,10,0.33,3.3,70,62.6,Z7,A1,R2,50,61.5,56.47,21.71,14,9,C,Y,CY
ORD00152,3,2026-03-27,App,Standard,4,SKU027,Personal Care,Skin Care,2,12.3,21.4,5.2,6.03,Ambient,Low,60,1452.29,11,0.4,4.4,77,83.4,Z3,A4,R3,30,43.0,38.38,27.98,25,13,A,Y,AY
ORD00152,4,2026-03-27,App,Standard,4,SKU008,Personal Care,Bath & Body,1,26.9,21.8,39.4,0.88,Ambient,High,60,365.07,4,0.63,2.52,28,27.9,Z2,A1,R2,50,21.5,20.17,14.09,20,19,C,Z,CZ
ORD00153,1,2026-01-26,App,Standard,3,SKU101,Personal Care,Hair Care,1,14.6,7.5,30.0,2.75,Ambient,High,180,1260.53,18,0.2,3.6,126,97.8,Z7,A2,R3,30,67.0,75.61,24.59,22,11,B,X,BX
ORD00153,2,2026-01-26,App,Standard,3,SKU084,Personal Care,Oral Care,2,8.4,15.7,14.9,5.46,Ambient,Low,180,1772.39,16,0.3,4.8,112,81.8,Z5,A5,R3,30,63.0,76.88,33.89,28,13,A,Y,AY
ORD00153,3,2026-01-26,App,Standard,3,SKU055,Personal Care,Skin Care,1,28.7,15.4,37.7,4.11,Ambient,Low,365,1054.36,14,0.21,2.94,98,104.2,Z8,A4,R1,40,80.0,95.12,32.65,38,17,A,X,AX
ORD00154,1,2026-03-20,App,Standard,3,SKU025,Grocery,Snacks,2,23.2,13.1,20.5,5.44,Ambient,High,730,326.2,37,0.22,8.14,259,193.4,Z6,A4,R1,40,64.0,65.93,32.73,80,27,B,X,BX
ORD00154,2,2026-03-20,App,Standard,3,SKU015,Health & Wellness,Wellness,1,29.5,12.5,28.2,7.52,HighValue,Low,30,1342.79,21,0.16,3.36,147,115.5,Z8,A1,R5,50,74.0,83.37,25.54,78,32,A,X,AX
ORD00154,3,2026-03-20,App,Standard,3,SKU003,Household,Cleaning,1,31.1,12.5,27.4,4.91,Ambient,Medium,365,1655.33,5,0.86,4.3,35,36.0,Z5,A4,R6,30,63.5,69.52,30.59,52,40,A,Z,AZ
ORD00155,1,2026-01-12,App,Standard,4,SKU099,Household,Laundry,1,29.0,8.5,13.8,5.17,Ambient,Low,365,1535.82,7,0.5,3.5,49,42.0,Z8,A1,R6,30,75.5,68.68,22.6,38,24,A,Y,AY
ORD00155,2,2026-01-12,App,Standard,4,SKU112,Personal Care,Oral Care,2,5.8,9.7,23.1,7.32,Ambient,Medium,60,1793.55,2,0.88,1.76,14,12.0,Z8,A3,R2,50,77.5,81.3,31.86,36,24,A,Z,AZ
ORD00155,3,2026-01-12,App,Standard,4,SKU083,Grocery,Beverages,1,33.2,19.9,35.9,1.33,Ambient,Low,180,1199.94,6,0.56,3.36,42,40.6,Z2,A4,R3,30,35.0,30.51,24.94,13,11,C,Z,CZ
ORD00155,4,2026-01-12,App,Standard,4,SKU045,Household,Cleaning,1,21.9,12.6,39.8,1.04,Ambient,Medium,60,1401.86,7,0.29,2.03,49,44.6,Z5,A2,R1,40,48.0,45.63,18.65,18,14,B,Y,BY
ORD00156,1,2026-03-20,App,Standard,5,SKU095,Baby Care,Diapers,2,33.4,29.9,36.9,0.84,Ambient,Low,90,344.97,23,0.29,6.67,161,131.7,Z6,A1,R2,50,53.5,61.46,19.79,43,20,C,Y,CY
ORD00156,2,2026-03-20,App,Standard,5,SKU061,Grocery,Cooking,3,28.8,9.2,7.8,6.98,Ambient,High,60,437.13,11,0.42,4.62,77,80.9,Z4,A3,R1,40,44.0,39.34,24.03,33,20,C,Y,CY
ORD00156,3,2026-03-20,App,Standard,5,SKU112,Personal Care,Oral Care,1,5.8,9.7,23.1,7.32,Ambient,Medium,60,1793.55,2,0.88,1.76,14,12.0,Z8,A3,R2,50,77.5,78.67,29.5,36,24,A,Z,AZ
ORD00156,4,2026-03-20,App,Standard,5,SKU109,Health & Wellness,OTC,1,8.1,13.2,15.3,3.62,Ambient,Low,730,1569.32,5,0.55,2.75,35,31.3,Z3,A5,R1,40,44.0,38.69,29.38,22,19,A,Z,AZ
ORD00156,5,2026-03-20,App,Standard,5,SKU094,Health & Wellness,Wellness,1,7.4,21.6,37.1,2.55,Ambient,Medium,30,574.51,7,0.48,3.36,49,44.5,Z5,A3,R1,40,52.0,53.27,22.05,19,14,C,Y,CY
ORD00157,1,2026-01-28,App,Express,6,SKU056,Pet Care,Cat Food,1,15.0,24.1,18.2,7.47,Ambient,Low,180,439.57,13,0.4,5.2,91,102.5,Z3,A2,R2,50,33.5,40.35,19.47,9,7,C,Y,CY
ORD00157,2,2026-01-28,App,Express,6,SKU046,Pet Care,Cat Food,2,14.2,20.5,26.3,5.95,Ambient,Low,730,169.11,14,0.55,7.7,98,81.5,Z6,A1,R3,30,55.0,60.79,21.03,34,22,C,Z,CZ
ORD00157,3,2026-01-28,App,Express,6,SKU044,Pet Care,Cat Food,2,22.2,16.7,20.4,1.56,Ambient,Medium,30,736.26,14,0.33,4.62,98,72.6,Z7,A3,R5,50,74.0,91.62,26.01,79,32,A,Y,AY
ORD00157,4,2026-01-28,App,Express,6,SKU010,Pet Care,Dog Food,2,11.4,15.0,7.1,3.09,Ambient,Medium,180,531.32,4,0.64,2.56,28,30.3,Z4,A5,R2,50,53.5,63.81,26.48,17,13,C,Z,CZ
ORD00157,5,2026-01-28,App,Express,6,SKU058,Pet Care,Dog Food,1,5.5,8.6,35.5,7.76,Ambient,Low,365,1254.55,13,0.52,6.76,91,96.2,Z4,A1,R4,40,40.5,44.01,20.08,14,7,B,Z,BZ
ORD00157,6,2026-01-28,App,Express,6,SKU091,Pet Care,Dog Food,2,16.5,19.5,38.4,5.94,Fragile,High,365,1182.01,5,0.7,3.5,35,30.7,Z3,A5,R2,50,45.5,51.96,27.66,30,23,A,Z,AZ
ORD00158,1,2026-02-01,App,Standard,3,SKU054,Grocery,Staples,2,24.4,8.8,37.6,2.41,Ambient,Medium,180,457.62,4,0.87,3.48,28,28.1,Z4,A4,R3,30,51.0,45.35,26.74,24,16,C,Z,CZ
ORD00158,2,2026-02-01,App,Standard,3,SKU053,Grocery,Cooking,1,18.1,22.5,9.2,7.79,Ambient,Low,365,49.27,7,0.53,3.71,49,45.3,Z8,A2,R1,40,72.0,82.89,26.26,44,30,C,Z,CZ
ORD00158,3,2026-02-01,App,Standard,3,SKU089,Baby Care,Diapers,1,23.8,16.6,24.7,4.68,Ambient,Medium,365,598.69,2,0.88,1.76,14,17.3,Z2,A1,R6,30,27.5,25.77,15.59,18,14,C,Z,CZ
